SNO,RANK,ARNO,NAME,SEX,NEETNO,COM,MARKS,COLLEGENAME,QUOTA,COLLEGETYPE,FEES,COURSE,Year
16,7423,54418,UNKNOWN,F,506807045,BC,246,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
17,7722,56918,UNKNOWN,F,506823366,BC,241,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
18,8201,65165,UNKNOWN,F,506026128,OC,233,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
19,8536,60480,UNKNOWN,F,512302404,BC,227,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
20,8589,56606,UNKNOWN,M,506802886,OC,226,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
21,8658,56857,UNKNOWN,F,506822561,OC,225,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
22,8663,58655,UNKNOWN,M,511520621,OC,225,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
23,8908,60978,UNKNOWN,F,506813645,OC,221,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
24,9204,64126,UNKNOWN,F,506814171,OC,217,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
25,9356,64865,UNKNOWN,M,506031228,OC,214,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
26,10147,66152,UNKNOWN,F,506805285,BC,202,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
27,10202,52403,UNKNOWN,M,506806510,OC,202,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
29,11177,57080,UNKNOWN,F,506800978,OC,188,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
30,11775,57938,UNKNOWN,M,506031802,OC,180,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
31,12054,60849,UNKNOWN,F,512300858,BC,176,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
32,12501,67085,UNKNOWN,M,511609081,OC,171,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
33,13230,62903,UNKNOWN,F,506802715,OC,161,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
34,13676,56184,UNKNOWN,F,506019763,BC,155,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
35,13897,60484,UNKNOWN,F,506804135,BC,152,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
36,14996,55057,UNKNOWN,F,511807168,BCM,140,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
37,15215,58328,UNKNOWN,F,512300788,BC,137,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
38,15466,58852,UNKNOWN,F,511517292,OC,135,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
39,15536,62488,UNKNOWN,F,506202836,OC,134,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
40,15760,63632,UNKNOWN,M,506806340,BC,131,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
41,16257,62979,UNKNOWN,M,506811428,OC,126,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
42,18111,55160,UNKNOWN,M,506816874,BC,105,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
43,18121,63081,UNKNOWN,M,506808150,BC,105,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",MANG,PRIVATE,NULL,MBBS,2018
1,6714,68857,UNKNOWN,F,506819411,BC,259,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
2,12460,64116,UNKNOWN,F,506005707,BC,171,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
3,13919,56385,UNKNOWN,M,511805053,BC,152,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
4,15421,63735,UNKNOWN,M,506019395,BCM,135,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
5,15478,56474,UNKNOWN,F,506018480,BC,134,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
6,15851,56172,UNKNOWN,F,512300027,BC,130,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
7,15952,51626,UNKNOWN,F,506012747,OC,129,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
8,15996,61218,UNKNOWN,F,506028329,BC,129,"SREE MOOGAMBIGAI INSTITUTE OF MEDICAL SCIENCES, KANYAKUMARI",NRI,PRIVATE,NULL,MBBS,2018
1,2147,2619,UNKNOWN,M,511606851,OC,364,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
2,2190,4780,UNKNOWN,F,506027539,BC,363,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
3,2222,3819,UNKNOWN,M,511605053,BC,362,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
4,2327,4784,UNKNOWN,M,511904161,BC,358,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
5,2333,8050,UNKNOWN,M,511902756,BC,358,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
6,2358,4709,UNKNOWN,F,512202834,BC,357,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
7,2361,7567,UNKNOWN,M,506030436,BC,357,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
8,2363,3868,UNKNOWN,M,511804785,BC,357,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
9,2365,17155,UNKNOWN,F,511603652,BC,357,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
10,2369,12132,UNKNOWN,M,506026945,BC,357,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
11,2392,19507,UNKNOWN,M,512010753,BC,356,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
12,2394,8928,UNKNOWN,F,511902645,BC,356,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
13,2409,6118,UNKNOWN,M,511900898,BC,355,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
14,2416,9837,UNKNOWN,F,511905028,BC,355,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
15,2424,20122,UNKNOWN,F,511605520,BC,355,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
16,2427,22372,UNKNOWN,M,512003279,BC,355,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
17,2449,26934,UNKNOWN,F,506700139,BC,354,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
18,2451,5215,UNKNOWN,M,510400829,BC,354,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
19,2480,13892,UNKNOWN,F,511612226,BC,353,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
20,2502,2165,UNKNOWN,M,511803642,BC,352,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
21,2529,4707,UNKNOWN,M,511604883,BC,352,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
22,2534,5368,UNKNOWN,M,511529074,BC,352,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
23,2647,14121,UNKNOWN,F,511520934,BC,348,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
24,2656,15204,UNKNOWN,M,512015315,BC,348,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
25,2657,16655,UNKNOWN,F,512004000,BC,348,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
26,2684,2223,UNKNOWN,F,511900705,BC,347,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
27,2768,4958,UNKNOWN,F,511608037,BC,345,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
28,2785,4244,UNKNOWN,F,511612177,BC,344,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
29,2791,24513,UNKNOWN,F,506003722,BC,344,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
30,2801,11784,UNKNOWN,F,512009766,BC,344,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
31,2809,2743,UNKNOWN,F,511807407,BC,344,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
32,2825,20486,UNKNOWN,M,511611605,BC,343,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
33,2828,10018,UNKNOWN,F,512202476,BC,343,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
34,2833,10553,UNKNOWN,F,511903776,BC,343,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
35,2837,5086,UNKNOWN,F,511903470,BC,343,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
36,2853,4064,UNKNOWN,M,511804571,BC,343,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
37,2860,2705,UNKNOWN,M,506026324,BC,342,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
38,2861,11294,UNKNOWN,F,510405558,BC,342,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
39,2869,9742,UNKNOWN,F,511904121,BC,342,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
40,2871,1450,UNKNOWN,M,511500168,BC,342,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
41,2875,8803,UNKNOWN,M,511903306,BC,342,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
42,2890,24337,UNKNOWN,M,511901988,BC,342,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
44,3663,9651,UNKNOWN,F,511803070,BCM,322,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
45,3676,4531,UNKNOWN,F,512200258,BCM,322,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
46,3803,13192,UNKNOWN,F,512301206,BCM,319,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
47,4242,8695,UNKNOWN,F,512204182,MBC/DNC,310,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
48,4413,21093,UNKNOWN,F,511511657,MBC/DNC,307,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
49,4432,6286,UNKNOWN,F,511901976,MBC/DNC,306,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
50,4439,26733,UNKNOWN,M,512006720,MBC/DNC,306,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
51,4447,23155,UNKNOWN,M,511903807,MBC/DNC,306,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
52,4797,5516,UNKNOWN,F,511607531,MBC/DNC,299,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
53,4866,26148,UNKNOWN,F,512010810,MBC/DNC,298,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
54,4884,4610,UNKNOWN,F,511903012,MBC/DNC,298,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
55,4910,10624,UNKNOWN,M,511902161,MBC/DNC,297,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
56,4994,24986,UNKNOWN,F,512003108,MBC/DNC,296,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
57,4996,6176,UNKNOWN,F,511803406,MBC/DNC,296,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
58,4997,24974,UNKNOWN,F,512000863,MBC/DNC,296,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
59,5028,13106,UNKNOWN,F,511602337,MBC/DNC,295,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
60,5031,16308,UNKNOWN,F,512010637,MBC/DNC,295,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
61,5062,17718,UNKNOWN,M,506007213,MBC/DNC,295,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
62,8844,2080,UNKNOWN,F,512201418,SC,240,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
63,8869,5545,UNKNOWN,F,506026726,SC,240,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
64,9160,3863,UNKNOWN,M,506016231,SC,237,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
65,9202,18006,UNKNOWN,M,511509203,SC,236,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
66,9267,13437,UNKNOWN,M,505037828,SC,235,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
67,9352,2521,UNKNOWN,M,511516198,SC,235,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
68,9546,10754,UNKNOWN,M,512002635,SC,232,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
69,9556,20413,UNKNOWN,F,512007474,SC,232,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
70,9639,20241,UNKNOWN,F,512202550,SC,231,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
71,9665,12837,UNKNOWN,F,511508450,SC,231,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
72,9882,22707,UNKNOWN,M,511528478,SC,229,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
73,15677,17110,UNKNOWN,M,506031852,ST,169,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
74,16352,5248,UNKNOWN,F,512201904,SCA,162,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
75,16373,19558,UNKNOWN,F,511900548,SCA,162,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",GOVT,PRIVATE,NULL,MBBS,2018
1,3821,56299,UNKNOWN,F,512204961,BC,323,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
2,4499,61986,UNKNOWN,F,511609552,BC,306,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
3,4550,50807,UNKNOWN,F,512203193,BC,305,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
4,4583,56066,UNKNOWN,M,512007086,BC,305,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
5,4588,58529,UNKNOWN,F,511508288,BC,304,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
6,4671,59713,UNKNOWN,M,511525377,BC,302,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
7,5814,51146,UNKNOWN,F,511502480,OC,277,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
8,6801,57213,UNKNOWN,M,512004137,BC,257,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
9,7121,57306,UNKNOWN,F,511512451,BC,252,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
10,8282,59666,UNKNOWN,M,512406979,BC,231,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
11,8294,51983,UNKNOWN,F,511903064,BC,231,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
12,8318,53562,UNKNOWN,M,511904598,BC,231,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
13,9144,58928,UNKNOWN,F,511503441,OC,218,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
14,9587,53305,UNKNOWN,F,512205089,BC,211,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
15,9598,69074,UNKNOWN,F,512407046,OC,211,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
16,9705,56471,UNKNOWN,M,512012060,BC,209,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
17,9872,57156,UNKNOWN,F,512203481,BC,206,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
18,10103,61015,UNKNOWN,F,511901207,BC,203,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
19,10107,57485,UNKNOWN,F,511520816,BC,203,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
20,10115,54008,UNKNOWN,F,511508396,OC,203,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
21,10252,69016,UNKNOWN,F,511903312,BC,201,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
22,10814,55012,UNKNOWN,M,511502640,OC,193,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
23,11016,53449,UNKNOWN,M,512010305,BC,190,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
24,11214,54146,UNKNOWN,M,511513945,OC,187,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
25,11312,54426,UNKNOWN,F,512202816,BC,186,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
26,11547,52048,UNKNOWN,M,506009243,OC,183,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
27,11568,66710,UNKNOWN,F,511514013,OC,182,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
28,11583,65323,UNKNOWN,M,511529159,BC,182,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
29,11648,65874,UNKNOWN,F,511524482,BC,181,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
30,11725,51232,UNKNOWN,F,511606330,BC,180,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
31,12104,60938,UNKNOWN,F,512203040,BC,175,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
32,12116,55003,UNKNOWN,F,512401808,OC,175,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
33,12203,63100,UNKNOWN,M,506024717,MBC/DNC,174,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
34,12223,53861,UNKNOWN,M,511506072,BC,174,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
36,12736,53959,UNKNOWN,F,512406948,OC,167,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
37,12766,54905,UNKNOWN,F,511501853,BC,167,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
38,12798,58196,UNKNOWN,F,511530119,BC,166,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
39,13055,50933,UNKNOWN,M,511500442,BC,163,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
40,13142,50638,UNKNOWN,M,511503468,BC,162,"DHANALAKSHMI SRINIVASAN MEDICAL COLLEGE , PERAMBALUR",MANG,PRIVATE,NULL,MBBS,2018
